[2015-03-26 10:25:11] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:31:14] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:43:22] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:44:46] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:48:59] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:53:07] runqianReportLogger : [INFO ]  - 报表证书错误!
未发现授权文件:D:\WorkspacesShangHai\jac_fdj_wms\target\jac_fdj_wms\WEB-INF\report\quieeWindowServer.lic, 请检查是否在类路径或绝对路径上l
	at org.apache.jasper.servlet.JspServletWrapper.service(JspServletWrapper.java:324)
	at org.apache.jasper.servlet.JspServlet.serviceJspFile(JspServlet.java:292)
	at org.apache.jasper.servlet.JspServlet.service(JspServlet.java:236)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:802)
	at org.mortbay.jetty.servlet.ServletHolder.handle(ServletHolder.java:428)
	at org.mortbay.jetty.servlet.WebApplicationHandler.dispatch(WebApplicationHandler.java:473)
	at org.mortbay.jetty.servlet.ServletHandler.handle(ServletHandler.java:568)
	at org.mortbay.http.HttpContext.handle(HttpContext.java:1530)
	at org.mortbay.jetty.servlet.WebApplicationContext.handle(WebApplicationContext.java:633)
	at org.mortbay.http.HttpContext.handle(HttpContext.java:1482)
	at org.mortbay.http.HttpServer.service(HttpServer.java:909)
	at org.mortbay.http.HttpConnection.service(HttpConnection.java:816)
	at org.mortbay.http.HttpConnection.handleNext(HttpConnection.java:982)
	at org.mortbay.http.HttpConnection.handle(HttpConnection.java:833)
	at org.mortbay.http.SocketListener.handleConnection(SocketListener.java:244)
	at org.mortbay.util.ThreadedServer.handle(ThreadedServer.java:357)
	at org.mortbay.util.ThreadPool$PoolThread.run(ThreadPool.java:534)
[2015-07-06 10:07:45] runqianReportLogger : [ERROR]  - error：
: 产生数据工厂: com.runqian.report4.dataset.SQLDataSetFactory 失败
错误来源：: 数据集ds1中，SQL语句SELECT moveDoc.ID as id, 
moveDoc.`CODE` as bolCode, 
moveDoc.ORIGINAL_BILL_CODE as shippingOrder, 
org.C_ADDRESS as address, 
org.C_CONTACT_NAME as contractName, 
org.C_TELEPHONE as telephone, 
org.C_MOBILE as mobile, 
org.C_POSTCODE as postcode, 
carrier.`NAME` as cName, 
org.C_PROVINCE as province, 
item.BAR_CODE as barCode, 
item.`NAME` as itemName, 
detail.MOVED_QUANTITY_BU as quantityBU, 
detail.WEIGHT as weight,
pt.CREATED_TIME as createTime
 from wms_move_doc moveDoc  
left join wms_pick_ticket pt on moveDoc.PICKTICKET_ID = pt.id
left join wms_organization org on pt.CUSTOMER_ID = org.ID
left join wms_organization carrier on moveDoc.CARRIER_ID = carrier.ID
left join wms_move_doc_detail detail on detail.MOVE_DOC_ID = moveDoc.ID
left join wms_item item on item.ID = detail.ITEM_ID

where moveDoc.ORIGINAL_BILL_CODE IN(
SELECT pickTicket.`CODE` from wms_move_doc wmd, wms_pick_ticket pickTicket 
where wmd.id=?
and wmd.PICKTICKET_ID = pickTicket.ID) 
AND moveDoc.`STATUS` = 'FINISHED'
and moveDoc.SHIP_STATUS = 'UNSHIP'执行错误，SQL参数异常或者SQL语句语法错误
	at com.runqian.report4.model.CalcReport.calcDataSet(Unknown Source:317)
	at com.runqian.report4.usermodel.Engine.calc(Unknown Source:96)
	at com.runqian.report4.cache.lIlIIIIlIIIIlIlI.getReport(Unknown Source:118)
	at com.runqian.report4.tag.HtmlTag.doStartTag(Unknown Source:275)
	at org.apache.jsp.reportJsp.showReport_jsp._jspService(showReport_jsp.java:148)
	at org.apache.jasper.runtime.HttpJspBase.service(HttpJspBase.java:94)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:802)
	at org.apache.jasper.servlet.JspServletWrapper.service(JspServletWrapper.java:324)
	at org.apache.jasper.servlet.JspServlet.serviceJspFile(JspServlet.java:292)
	at org.apache.jasper.servlet.JspServlet.service(JspServlet.java:236)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:802)
	at org.mortbay.jetty.servlet.ServletHolder.handle(ServletHolder.java:428)
	at org.mortbay.jetty.servlet.WebApplicationHandler.dispatch(WebApplicationHandler.java:473)
	at org.mortbay.jetty.servlet.ServletHandler.handle(ServletHandler.java:568)
	at org.mortbay.http.HttpContext.handle(HttpContext.java:1530)
	at org.mortbay.jetty.servlet.WebApplicationContext.handle(WebApplicationContext.java:633)
	at org.mortbay.http.HttpContext.handle(HttpContext.java:1482)
	at org.mortbay.http.HttpServer.service(HttpServer.java:909)
	at org.mortbay.http.HttpConnection.service(HttpConnection.java:816)
	at org.mortbay.http.HttpConnection.handleNext(HttpConnection.java:982)
	at org.mortbay.http.HttpConnection.handle(HttpConnection.java:833)
	at org.mortbay.http.SocketListener.handleConnection(SocketListener.java:244)
	at org.mortbay.util.ThreadedServer.handle(ThreadedServer.java:357)
	at org.mortbay.util.ThreadPool$PoolThread.run(ThreadPool.java:534)
Caused by: : 数据集ds1中，SQL语句SELECT moveDoc.ID as id, 
moveDoc.`CODE` as bolCode, 
moveDoc.ORIGINAL_BILL_CODE as shippingOrder, 
org.C_ADDRESS as address, 
org.C_CONTACT_NAME as contractName, 
org.C_TELEPHONE as telephone, 
org.C_MOBILE as mobile, 
org.C_POSTCODE as postcode, 
carrier.`NAME` as cName, 
org.C_PROVINCE as province, 
item.BAR_CODE as barCode, 
item.`NAME` as itemName, 
detail.MOVED_QUANTITY_BU as quantityBU, 
detail.WEIGHT as weight,
pt.CREATED_TIME as createTime
 from wms_move_doc moveDoc  
left join wms_pick_ticket pt on moveDoc.PICKTICKET_ID = pt.id
left join wms_organization org on pt.CUSTOMER_ID = org.ID
left join wms_organization carrier on moveDoc.CARRIER_ID = carrier.ID
left join wms_move_doc_detail detail on detail.MOVE_DOC_ID = moveDoc.ID
left join wms_item item on item.ID = detail.ITEM_ID

where moveDoc.ORIGINAL_BILL_CODE IN(
SELECT pickTicket.`CODE` from wms_move_doc wmd, wms_pick_ticket pickTicket 
where wmd.id=?
and wmd.PICKTICKET_ID = pickTicket.ID) 
AND moveDoc.`STATUS` = 'FINISHED'
and moveDoc.SHIP_STATUS = 'UNSHIP'执行错误，SQL参数异常或者SQL语句语法错误
	at com.runqian.report4.dataset.SQLDataSetFactory.createDataSet(Unknown Source:179)
	at com.runqian.report4.model.CalcReport.calcDataSet(Unknown Source:310)
	... 23 more
[2015-07-06 11:37:27] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-06 11:38:15] runqianReportLogger : [DEBUG]  - 现在计算报表jacShipReport.raq
[2015-07-06 11:38:15] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-06 11:38:16] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-06 11:38:19] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-06 11:38:19] runqianReportLogger : [DEBUG]  - ds1=select w.name as 发货单位,p.code as 发货单号,p.description as 备注,
sup.name as 供应商名称,sup.code as 供应商代码,b.name as 单据类型,
i.code as 物料代码,i.name as 物料名称,
pp.inventory_status as 库存状态,pp.extend_propc1 as 工艺状态,pu.unit as 单位,
pp.picked_quantity_bu as 发运量,m.vehicle_no as 车牌号,
to_char(p.finsh_date,'yyyy-MM-dd') as 发运日期,m.id
from wms_move_doc_detail mdd
left join wms_move_doc m on m.id = mdd.move_doc_id
left join wms_pick_ticket p on p.id = m.pickticket_id
left join wms_bill_type b on b.id = p.bill_type_id
left join wms_item i on i.id = mdd.item_id
left join wms_warehouse w on w.id = p.warehouse_id
left join wms_package_unit pu on pu.id = mdd.package_unit_id
left join wms_pick_ticket_detail pp on pp.id = mdd.related_id
left join wms_organization sup on sup.id = pp.supplier_id
where m.id = ? 
order by sup.code,i.code
[2015-07-06 11:38:19] runqianReportLogger : [DEBUG]  - arg0: 200138
[2015-07-06 11:38:19] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-06 11:38:20] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-06 11:38:20] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-06 11:38:21] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-06 11:38:21] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-06 14:04:06] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-06 14:04:55] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-06 14:04:55] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-06 14:05:00] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-06 14:05:00] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-06 14:05:00] runqianReportLogger : [DEBUG]  - ds1=select a.code as 收货单号,i.code as 零件图号,i.name as 零件名称,
aa.extend_propc1 as 工艺状态,ps.pallet_no as 托盘标签,
supplier.code as 供应商代码,supplier.name as 供应商名称,
to_char(a.start_received_date,'yyyy-MM-dd') as 收货日期,a.id,
substr(ps.pallet_no,length(aa.id)+2) as 标签序号
from jac_pallet_serial ps
left join wms_asn_detail aa on aa.id = ps.asn_detail_id
left join wms_asn a on a.id = aa.asn_id
left join wms_item i on i.id = aa.item_id
left join wms_organization supplier on supplier.id = aa.supplier_id
where a.id in (?)
order by ps.id
[2015-07-06 14:05:00] runqianReportLogger : [DEBUG]  - args:0:200107,
[2015-07-06 14:05:00] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-06 14:05:02] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-06 14:05:02] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-06 14:05:02] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-06 14:05:02] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-06 14:05:10] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-06 14:05:10] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-06 14:05:10] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_2
[2015-07-06 14:05:10] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-06 14:05:10] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-06 14:05:10] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-06 14:05:16] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-06 14:05:16] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-06 14:05:16] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_2
[2015-07-06 14:05:16] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-06 14:05:16] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-06 14:05:16] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-06 14:05:19] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-06 14:05:19] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-06 14:05:19] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_2
[2015-07-06 14:05:19] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-06 14:05:19] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-06 14:05:19] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-06 14:05:22] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-06 14:05:22] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-06 14:05:22] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_2
[2015-07-06 14:05:22] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-06 14:05:22] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-06 14:05:22] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-06 14:05:45] runqianReportLogger : [DEBUG]  - 现在计算报表jacASNReport.raq
[2015-07-06 14:05:45] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-06 14:05:45] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-06 14:05:45] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-06 14:05:45] runqianReportLogger : [DEBUG]  - ds1=select a.code as 收货单号,o.code as 供应商代码,o.name as 供应商名称,
i.code as 物料编码,i.name as 物料名称,pu.unit as 单位,
aa.expected_quantity_bu as 订单数量,
to_char(a.order_date,'yyyy-MM-dd') as 到货日期,a.id
from wms_asn_detail aa 
left join wms_asn a on a.id = aa.asn_id
left join wms_item i on i.id = aa.item_id
left join wms_package_unit pu on pu.id = aa.package_unit_id
left join wms_organization o on o.id = a.supplier_id
where a.id = ? order by i.code
[2015-07-06 14:05:45] runqianReportLogger : [DEBUG]  - arg0: 200005
[2015-07-06 14:05:45] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-06 14:05:45] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-06 14:05:46] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-06 14:05:46] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-06 14:05:46] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-06 14:47:13] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-06 15:05:37] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-06 16:19:11] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-06 16:29:22] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-06 16:33:14] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-06 16:37:17] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-06 16:49:25] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-07 08:09:17] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-07 09:24:47] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-07 09:26:07] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-07 09:26:07] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 09:26:10] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-07 09:26:10] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-07 09:26:10] runqianReportLogger : [DEBUG]  - ds1=select a.code as 收货单号,i.code as 零件图号,i.name as 零件名称,
aa.extend_propc1 as 工艺状态,ps.pallet_no as 托盘标签,
supplier.code as 供应商代码,supplier.name as 供应商名称,
to_char(a.start_received_date,'yyyy-MM-dd') as 收货日期,a.id,
substr(ps.pallet_no,length(aa.id)+2) as 标签序号
from jac_pallet_serial ps
left join wms_asn_detail aa on aa.id = ps.asn_detail_id
left join wms_asn a on a.id = aa.asn_id
left join wms_item i on i.id = aa.item_id
left join wms_organization supplier on supplier.id = aa.supplier_id
where a.id in (?)
order by ps.id
[2015-07-07 09:26:10] runqianReportLogger : [DEBUG]  - args:0:200084,
[2015-07-07 09:26:10] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-07 09:26:12] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-07 09:26:12] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 09:26:12] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 09:26:12] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 09:26:22] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-07 09:26:22] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 09:26:22] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_2
[2015-07-07 09:26:22] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 09:26:22] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 09:26:22] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 09:26:25] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-07 09:26:25] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 09:26:25] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_2
[2015-07-07 09:26:25] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 09:26:25] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 09:26:25] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 09:26:30] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 09:26:30] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_2
[2015-07-07 09:26:52] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 09:26:52] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_2
[2015-07-07 09:45:44] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-07 09:45:44] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 09:45:44] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-07 09:45:44] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-07 09:45:44] runqianReportLogger : [DEBUG]  - ds1=select a.code as 收货单号,i.code as 零件图号,i.name as 零件名称,
aa.extend_propc1 as 工艺状态,ps.pallet_no as 托盘标签,
supplier.code as 供应商代码,supplier.name as 供应商名称,
to_char(a.start_received_date,'yyyy-MM-dd') as 收货日期,a.id,
substr(ps.pallet_no,length(aa.id)+2) as 标签序号
from jac_pallet_serial ps
left join wms_asn_detail aa on aa.id = ps.asn_detail_id
left join wms_asn a on a.id = aa.asn_id
left join wms_item i on i.id = aa.item_id
left join wms_organization supplier on supplier.id = aa.supplier_id
where a.id in (?)
order by ps.id
[2015-07-07 09:45:44] runqianReportLogger : [DEBUG]  - args:0:200084,
[2015-07-07 09:45:44] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-07 09:45:44] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-07 09:45:44] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 09:45:44] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 09:45:44] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 09:45:53] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 09:45:53] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_4
[2015-07-07 09:46:49] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 09:46:49] runqianReportLogger : [INFO ]  - 报表已分页，标识为：A_4
[2015-07-07 10:01:32] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-07 10:01:32] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 10:01:32] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-07 10:01:32] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-07 10:01:32] runqianReportLogger : [DEBUG]  - ds1=select a.code as 收货单号,i.code as 零件图号,i.name as 零件名称,
aa.extend_propc1 as 工艺状态,ps.pallet_no as 托盘标签,
supplier.code as 供应商代码,supplier.name as 供应商名称,
to_char(a.start_received_date,'yyyy-MM-dd') as 收货日期,a.id,
substr(ps.pallet_no,length(aa.id)+2) as 标签序号
from jac_pallet_serial ps
left join wms_asn_detail aa on aa.id = ps.asn_detail_id
left join wms_asn a on a.id = aa.asn_id
left join wms_item i on i.id = aa.item_id
left join wms_organization supplier on supplier.id = aa.supplier_id
where a.id in (?)
order by ps.id
[2015-07-07 10:01:32] runqianReportLogger : [DEBUG]  - args:0:200084,
[2015-07-07 10:01:32] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-07 10:01:33] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-07 10:01:33] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 10:01:33] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 10:01:33] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 10:02:01] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 10:15:09] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2015-07-07 10:15:47] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-07 10:15:47] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 10:15:49] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-07 10:15:49] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-07 10:15:49] runqianReportLogger : [DEBUG]  - ds1=select a.code as 收货单号,i.code as 零件图号,i.name as 零件名称,
aa.extend_propc1 as 工艺状态,ps.pallet_no as 托盘标签,
supplier.code as 供应商代码,supplier.name as 供应商名称,
to_char(a.start_received_date,'yyyy-MM-dd') as 收货日期,a.id,
substr(ps.pallet_no,length(aa.id)+2) as 标签序号
from jac_pallet_serial ps
left join wms_asn_detail aa on aa.id = ps.asn_detail_id
left join wms_asn a on a.id = aa.asn_id
left join wms_item i on i.id = aa.item_id
left join wms_organization supplier on supplier.id = aa.supplier_id
where a.id in (?)
order by ps.id
[2015-07-07 10:15:49] runqianReportLogger : [DEBUG]  - args:0:200101,
[2015-07-07 10:15:50] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-07 10:15:51] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-07 10:15:51] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 10:15:51] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 10:15:51] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 10:18:57] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-07 10:18:57] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 10:18:57] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-07 10:18:57] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-07 10:18:57] runqianReportLogger : [DEBUG]  - ds1=select a.code as 收货单号,i.code as 零件图号,i.name as 零件名称,
aa.extend_propc1 as 工艺状态,ps.pallet_no as 托盘标签,
supplier.code as 供应商代码,supplier.name as 供应商名称,
to_char(a.start_received_date,'yyyy-MM-dd') as 收货日期,a.id,
substr(ps.pallet_no,length(aa.id)+2) as 标签序号
from jac_pallet_serial ps
left join wms_asn_detail aa on aa.id = ps.asn_detail_id
left join wms_asn a on a.id = aa.asn_id
left join wms_item i on i.id = aa.item_id
left join wms_organization supplier on supplier.id = aa.supplier_id
where a.id in (?)
order by ps.id
[2015-07-07 10:18:57] runqianReportLogger : [DEBUG]  - args:0:200101,
[2015-07-07 10:18:57] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-07 10:18:57] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-07 10:18:57] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 10:18:57] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 10:18:57] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 10:20:04] runqianReportLogger : [DEBUG]  - 现在计算报表wmsPalletSerial.raq
[2015-07-07 10:20:04] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 10:20:04] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-07 10:20:04] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-07 10:20:04] runqianReportLogger : [DEBUG]  - ds1=select a.code as 收货单号,i.code as 零件图号,i.name as 零件名称,
aa.extend_propc1 as 工艺状态,ps.pallet_no as 托盘标签,
supplier.code as 供应商代码,supplier.name as 供应商名称,
to_char(a.start_received_date,'yyyy-MM-dd') as 收货日期,a.id,
substr(ps.pallet_no,length(aa.id)+2) as 标签序号
from jac_pallet_serial ps
left join wms_asn_detail aa on aa.id = ps.asn_detail_id
left join wms_asn a on a.id = aa.asn_id
left join wms_item i on i.id = aa.item_id
left join wms_organization supplier on supplier.id = aa.supplier_id
where a.id in (?)
order by ps.id
[2015-07-07 10:20:04] runqianReportLogger : [DEBUG]  - args:0:200109,
[2015-07-07 10:20:04] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-07 10:20:04] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-07 10:20:04] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 10:20:04] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 10:20:04] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 10:32:10] runqianReportLogger : [DEBUG]  - 现在计算报表jacShipReport.raq
[2015-07-07 10:32:10] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 10:32:10] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-07 10:32:11] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-07 10:32:11] runqianReportLogger : [DEBUG]  - ds1=select w.name as 发货单位,p.code as 发货单号,p.description as 备注,
sup.name as 供应商名称,sup.code as 供应商代码,b.name as 单据类型,
i.code as 物料代码,i.name as 物料名称,
pp.inventory_status as 库存状态,pp.extend_propc1 as 工艺状态,pu.unit as 单位,
pp.picked_quantity_bu as 发运量,m.vehicle_no as 车牌号,
to_char(p.finsh_date,'yyyy-MM-dd') as 发运日期,m.id
from wms_move_doc_detail mdd
left join wms_move_doc m on m.id = mdd.move_doc_id
left join wms_pick_ticket p on p.id = m.pickticket_id
left join wms_bill_type b on b.id = p.bill_type_id
left join wms_item i on i.id = mdd.item_id
left join wms_warehouse w on w.id = p.warehouse_id
left join wms_package_unit pu on pu.id = mdd.package_unit_id
left join wms_pick_ticket_detail pp on pp.id = mdd.related_id
left join wms_organization sup on sup.id = pp.supplier_id
where m.id = ? 
order by sup.code,i.code
[2015-07-07 10:32:11] runqianReportLogger : [DEBUG]  - arg0: 200143
[2015-07-07 10:32:11] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2015-07-07 10:32:11] runqianReportLogger : [INFO ]  - 计算结束：
[2015-07-07 10:32:11] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2015-07-07 10:32:11] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2015-07-07 10:32:11] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2015-07-07 10:33:57] runqianReportLogger : [DEBUG]  - 现在计算报表jacShipReport.raq
[2015-07-07 10:33:57] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2015-07-07 10:33:57] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2015-07-07 10:33:57] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2015-07-07 10:33:57] runqianReportLogger : [DEBUG]  - ds1=select w.name as 发货单位,p.code as 发货单号,p.description as 备注,
sup.name as 供应商名称,sup.code as 供应商代码,b.name as 单据类型,
i.code as 物料代码,i.name as 物料名称,
pp.inventory_status as 库存状态,pp.extend_propc1 as 工艺状态,pu.unit as 单位,
